AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
775,538,Girish P.,53,1,A1
776,539,Ramesh T.,40,1,A1
777,540,Mahesh M.,21,2,A1
778,540,Kiran S.,40,1,A2
779,541,Ramesh S.,21,1,A1
780,542,Nagaraj K.,30,1,A1
781,543,Yusuf K.,30,2,A1
782,543,Mallesh T.,30,1,A2
783,544,Mallesh S.,30,1,A1
784,544,Basava S.,65,2,A2
785,545,Kavya B.,65,2,A1
786,545,Nagaraj N.,53,1,A2
787,546,Imran V.,30,1,A1
788,547,Basava S.,65,2,A1
789,548,Mallesh S.,30,1,A1
790,549,Mallesh S.,30,1,A1
791,550,Nagaraj K.,30,1,A1
792,551,Naveen R.,53,1,A1
793,552,Mallesh T.,30,1,A1
794,552,Manju S.,30,1,A2
795,553,Mallesh T.,30,1,A1
796,554,Mallesh T.,30,1,A1
797,555,Imran V.,30,1,A1
798,556,Basava S.,65,2,A1
799,557,Ramesh P.,40,1,A1
800,558,Yusuf K.,30,2,A1
801,559,Ramesh P.,40,1,A1
802,560,Ramesh P.,40,1,A1
803,560,Mallesh T.,30,1,A2
804,561,Manju S.,30,1,A1
805,562,Anil K.,30,1,A1
806,563,Vinod T.,21,2,A1
807,564,Arjun K.,30,1,A1
808,565,Mallesh M.,65,1,A1
809,566,Girish P.,21,1,A1
810,567,Vinod T.,21,2,A1
811,567,Prakash P.,65,2,A2
812,568,Manju B.,21,1,A1
813,569,Anil D.,53,2,A1
814,569,Vinod T.,21,2,A2
815,569,Girish P.,21,1,A3
816,570,Mallesh B.,30,2,A1
817,571,Girish P.,21,1,A1
818,572,Vinod T.,21,2,A1
819,573,Anil K.,30,1,A1
820,574,Vinod T.,21,2,A1
821,574,Anil D.,53,2,A2
822,575,Anil K.,30,1,A1
823,576,Vinod T.,21,2,A1
824,576,Mallesh B.,30,2,A2
825,577,Vinod T.,21,2,A1
826,578,Mallesh B.,30,2,A1
827,578,Santosh V.,30,1,A2
828,579,Anil K.,30,1,A1
829,580,Anil D.,53,2,A1
830,580,Manju B.,21,1,A2
831,581,Shankar D.,21,1,A1
832,582,Santosh R.,21,1,A1
833,582,Shankar K.,30,2,A2
834,582,Lokesh M.,40,2,A3
835,583,Ravi K.,53,1,A1
836,584,Prakash K.,40,1,A1
837,585,Arjun P.,21,1,A1
838,586,Lokesh M.,40,2,A1
839,587,Arjun P.,21,1,A1
840,587,Vinod K.,30,1,A2
841,588,Vinod K.,30,1,A1
842,588,Yusuf R.,40,2,A2
843,589,Ravi K.,53,1,A1
844,590,Kavya S.,30,1,A1
845,591,Yusuf R.,40,2,A1
846,591,Kavya S.,30,1,A2
847,592,Santosh R.,21,1,A1
848,593,Lokesh M.,40,2,A1
849,594,Arjun P.,21,1,A1
850,595,Imran V.,21,1,A1
851,595,Ravi K.,53,1,A2
852,596,Arjun P.,21,1,A1
853,596,Mahesh M.,40,1,A2
854,596,Ravi K.,53,1,A3
855,597,Yusuf R.,40,2,A1
856,598,Yusuf R.,40,2,A1
857,599,Lokesh M.,40,2,A1
858,599,Arjun P.,21,1,A2
859,600,Santosh R.,21,1,A1
860,600,Kavya S.,30,1,A2
861,601,Santosh R.,21,1,A1
862,602,Roopa T.,30,1,A1
863,602,Basava R.,30,1,A2
864,603,Ramesh R.,30,1,A1
865,604,Anil T.,21,1,A1
866,605,Ramesh R.,30,1,A1
867,606,Prakash R.,21,1,A1
868,607,Anil T.,21,1,A1
869,608,Basava R.,30,1,A1
870,609,Santosh V.,21,1,A1
871,610,Ramesh R.,30,1,A1
872,611,Ramesh R.,30,1,A1
873,612,Girish P.,21,1,A1
874,612,Roopa T.,30,1,A2
875,612,Prakash G.,30,1,A3
876,613,Santosh V.,21,1,A1
877,613,Manju G.,30,1,A2
878,613,Anil T.,21,1,A3
879,614,Prakash R.,21,1,A1
880,614,Ravi H.,40,1,A2
881,615,Santosh N.,53,1,A1
882,616,Girish P.,21,1,A1
883,617,Girish P.,21,1,A1
884,617,Basava R.,30,1,A2
885,617,Prakash M.,30,1,A3
886,618,Anil T.,21,1,A1
887,619,Prakash M.,30,1,A1
888,620,Anil T.,21,1,A1
889,621,Roopa T.,30,1,A1
890,622,Prakash N.,30,1,A1
891,623,Mahesh M.,40,1,A1
892,624,Prakash N.,30,1,A1
893,625,Naveen S.,21,1,A1
894,625,Mahesh M.,40,1,A2
895,625,Vinod G.,30,1,A3
896,626,Mallesh G.,53,1,A1
897,627,Prakash N.,30,1,A1
898,627,Mahesh M.,40,1,A2
899,627,Ravi D.,30,1,A3
900,628,Mahesh M.,40,1,A1
901,629,Santosh G.,53,2,A1
902,629,Kavya T.,53,1,A2
903,630,Mahesh M.,40,1,A1
904,631,Ravi D.,30,1,A1
905,632,Deepa R.,30,1,A1
906,633,Deepa V.,21,1,A1
907,634,Santosh G.,53,2,A1
908,635,Naveen S.,21,1,A1
909,636,Naveen S.,21,1,A1
910,637,Mahesh M.,40,1,A1
911,638,Vinod G.,30,1,A1
912,638,Imran S.,40,2,A2
913,639,Ravi D.,30,1,A1
914,640,Vinod G.,30,1,A1
915,641,Imran S.,40,2,A1
